model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-3.5-turbo-0125	KEGG_2021_Human	Acute myeloid leukemia	Acute myeloid leukemia	Cellular Signaling and Gene Regulation	0.0	0.0	0.2715041881149728	GSAI	1252	191
gpt-3.5-turbo-0125	KEGG_2021_Human	Adherens junction	Adherens junction	Regulation of Cell Adhesion and Signaling Pathways  	0.0	0.0	0.4658541402651996	GSAI	1279	360
gpt-3.5-turbo-0125	KEGG_2021_Human	Adipocytokine signaling pathway	Adipocytokine signaling pathway	Insulin Signaling and Glucose Metabolism	0.3333333333333333	0.0	0.5375751756552684	GSAI	1269	216
gpt-3.5-turbo-0125	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	Cardiac muscle contraction	0.0	0.0	0.43178923566673216	GSAI	1693	346
gpt-3.5-turbo-0125	KEGG_2021_Human	African trypanosomiasis	African trypanosomiasis	Immune response signaling and regulation	0.0	0.0	0.19781288861357402	GSAI	1119	116
gpt-3.5-turbo-0125	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	Glutamine metabolism and ammonia detoxification	0.4	0.0	0.5587039277252012	GSAI	1120	130
gpt-3.5-turbo-0125	KEGG_2021_Human	Alcoholism	Alcoholism	Chromatin remodeling and transcription regulation	0.0	0.0	0.15714085016388168	GSAI	1827	294
gpt-3.5-turbo-0125	KEGG_2021_Human	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	Calcium signaling and hormone regulation	0.25	0.0	0.35225847134579413	GSAI	1417	272
gpt-3.5-turbo-0125	KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	Regulation of Ion Transport and Cell Signaling	0.25	0.0	0.4658188679995266	GSAI	1153	119
gpt-3.5-turbo-0125	KEGG_2021_Human	Allograft rejection	Allograft rejection	Antigen presentation and immune response coordination	0.0	0.0	0.29595661774390924	GSAI	1148	196
gpt-3.5-turbo-0125	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Protein degradation and cellular signaling	0.0	0.0	0.21040159086413301	GSAI	2639	165
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Carbohydrate Metabolism Pathway	0.16666666666666666	0.0	0.5071452809283696	GSAI	1165	187
gpt-3.5-turbo-0125	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA synthesis and translation	0.6666666666666666	0.5	0.7987476691144206	GSAI	1223	151
gpt-3.5-turbo-0125	KEGG_2021_Human	Amoebiasis	Amoebiasis	Immune response and inflammation	0.0	0.0	0.24637948234959564	GSAI	1410	164
gpt-3.5-turbo-0125	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Neuronal Signaling and Plasticity	0.0	0.0	0.22235922076627052	GSAI	1277	319
gpt-3.5-turbo-0125	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Proteasomal Protein Degradation	0.0	0.0	0.2880426945720243	GSAI	2604	178
gpt-3.5-turbo-0125	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Antigen processing and presentation	1.0	1.0	0.9999990661988699	GSAI	1345	132
gpt-3.5-turbo-0125	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	Cellular Signaling and Regulation	0.3333333333333333	0.0	0.41968131937809683	GSAI	1579	281
gpt-3.5-turbo-0125	KEGG_2021_Human	Apoptosis	Apoptosis	Apoptosis Regulation	1.0	0.0	0.6665587233377789	GSAI	1574	336
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism and lipid mediator biosynthesis	1.0	1.0	0.8375512955641093	GSAI	1293	144
gpt-3.5-turbo-0125	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Polyamine metabolism and amino acid catabolism	0.5	0.0	0.6336880266954668	GSAI	1181	203
gpt-3.5-turbo-0125	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Urea cycle and ammonia metabolism	0.0	0.0	0.4806080688541429	GSAI	1061	227
gpt-3.5-turbo-0125	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Muscle Contraction and Regulation	0.0	0.0	0.19746989910133866	GSAI	1324	133
gpt-3.5-turbo-0125	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	Xenobiotic metabolism and detoxification  	0.5	0.0	0.395501816963391	GSAI	1143	136
gpt-3.5-turbo-0125	KEGG_2021_Human	Asthma	Asthma	Immune response regulation	0.0	0.0	0.27651027208568374	GSAI	1125	140
gpt-3.5-turbo-0125	KEGG_2021_Human	Autoimmune thyroid disease	Autoimmune thyroid disease	Immune response regulation	0.0	0.0	0.3418345817571907	GSAI	1206	179
gpt-3.5-turbo-0125	KEGG_2021_Human	Autophagy	Autophagy	Autophagy regulation	1.0	0.0	0.7020727643623326	GSAI	1580	401
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance	Axon guidance	Axon guidance and neural development	1.0	1.0	0.7908804263347795	GSAI	1759	125
gpt-3.5-turbo-0125	KEGG_2021_Human	B cell receptor signaling pathway	B cell receptor signaling pathway	Immune Signaling and Regulation	0.2	0.0	0.38725753164782206	GSAI	1322	159
gpt-3.5-turbo-0125	KEGG_2021_Human	Bacterial invasion of epithelial cells	Bacterial invasion of epithelial cells	Cell Adhesion and Signaling Pathways	0.2	0.0	0.3496945404286389	GSAI	1300	151
gpt-3.5-turbo-0125	KEGG_2021_Human	Basal cell carcinoma	Basal cell carcinoma	WNT signaling pathway and cell fate determination	0.3333333333333333	0.0	0.20870620415279406	GSAI	1251	409
gpt-3.5-turbo-0125	KEGG_2021_Human	Basal transcription factors	Basal transcription factors	Transcription initiation and DNA repair	0.3333333333333333	0.0	0.4528119707854745	GSAI	1200	200
gpt-3.5-turbo-0125	KEGG_2021_Human	Base excision repair	Base excision repair	DNA damage repair and base excision	1.0	0.5	0.7652110083115746	GSAI	1105	247
gpt-3.5-turbo-0125	KEGG_2021_Human	Bile secretion	Bile secretion	Bile Acid Homeostasis and Transport	0.5	0.0	0.5736713852731815	GSAI	1425	199
gpt-3.5-turbo-0125	KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	Biosynthesis of unsaturated fatty acids	Fatty Acid Elongation and Metabolism	0.4	0.25	0.5915969626809786	GSAI	1101	301
gpt-3.5-turbo-0125	KEGG_2021_Human	Bladder cancer	Bladder cancer	Cell cycle regulation and proliferation signaling	0.0	0.0	0.22528374465785198	GSAI	1141	163
gpt-3.5-turbo-0125	KEGG_2021_Human	Breast cancer	Breast cancer	Wnt Signaling Pathway	0.0	0.0	0.2535524487915976	GSAI	1598	206
gpt-3.5-turbo-0125	KEGG_2021_Human	Butanoate metabolism	Butanoate metabolism	Ketone body metabolism	0.5	0.0	0.5753752526610683	GSAI	1102	183
gpt-3.5-turbo-0125	KEGG_2021_Human	C-type lectin receptor signaling pathway	C-type lectin receptor signaling pathway	Immune response signaling cascade	0.16666666666666666	0.0	0.5550657473523728	GSAI	1407	225
gpt-3.5-turbo-0125	KEGG_2021_Human	Caffeine metabolism	Caffeine metabolism	Drug metabolism and detoxification	0.5	0.0	0.5239809614845616	GSAI	1006	217
gpt-3.5-turbo-0125	KEGG_2021_Human	Calcium signaling pathway	Calcium signaling pathway	Calcium Signaling Pathway Regulation	1.0	1.0	0.8978461228471918	GSAI	2020	200
gpt-3.5-turbo-0125	KEGG_2021_Human	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption	Glucose Metabolism and Signaling Pathways	0.25	0.0	0.42246842047707595	GSAI	1198	228
gpt-3.5-turbo-0125	KEGG_2021_Human	Cardiac muscle contraction	Cardiac muscle contraction	Mitochondrial electron transport chain and ATP synthesis	0.0	0.0	0.2719389625218218	GSAI	1416	111
gpt-3.5-turbo-0125	KEGG_2021_Human	Cell adhesion molecules	Cell adhesion molecules	Immune cell adhesion and signaling	0.6666666666666666	0.5	0.5909383473998701	GSAI	1599	211
gpt-3.5-turbo-0125	KEGG_2021_Human	Cell cycle	Cell cycle	Cell Cycle Regulation	1.0	1.0	0.7623509760854739	GSAI	1492	158
gpt-3.5-turbo-0125	KEGG_2021_Human	Cellular senescence	Cellular senescence	Cellular stress response and DNA damage repair	0.5	0.0	0.4903862508123631	GSAI	1640	254
gpt-3.5-turbo-0125	KEGG_2021_Human	Central carbon metabolism in cancer	Central carbon metabolism in cancer	Cellular metabolism and energy regulation	0.2	0.0	0.5586142952288999	GSAI	1260	204
gpt-3.5-turbo-0125	KEGG_2021_Human	Chagas disease	Chagas disease	Immune Response Signaling	0.0	0.0	0.22234701175874494	GSAI	1409	205
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemical carcinogenesis	Chemical carcinogenesis	Xenobiotic metabolism and drug detoxification	0.0	0.0	0.40019660340284463	GSAI	2091	465
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemokine signaling pathway	Chemokine signaling pathway	Immune cell chemotaxis and signaling	0.3333333333333333	0.0	0.6937032520922526	GSAI	1759	304
gpt-3.5-turbo-0125	KEGG_2021_Human	Cholesterol metabolism	Cholesterol metabolism	Lipid Metabolism and Cholesterol Homeostasis	1.0	0.0	0.7948950801604682	GSAI	1182	283
gpt-3.5-turbo-0125	KEGG_2021_Human	Choline metabolism in cancer	Choline metabolism in cancer	Cell Signaling and Regulation	0.0	0.0	0.32614543419693476	GSAI	1422	257
gpt-3.5-turbo-0125	KEGG_2021_Human	Cholinergic synapse	Cholinergic synapse	G protein-coupled receptor signaling pathway	0.0	0.0	0.32967196476970684	GSAI	1482	222
gpt-3.5-turbo-0125	KEGG_2021_Human	Chronic myeloid leukemia	Chronic myeloid leukemia	Cell Cycle Regulation and DNA Damage Response	0.0	0.0	0.2704916081369792	GSAI	1290	350
gpt-3.5-turbo-0125	KEGG_2021_Human	Circadian entrainment	Circadian entrainment	G protein-coupled receptor signaling pathway	0.0	0.0	0.24052715442469602	GSAI	1412	349
gpt-3.5-turbo-0125	KEGG_2021_Human	Circadian rhythm	Circadian rhythm	Circadian Rhythm Regulation	1.0	1.0	0.6931949699947311	GSAI	1114	143
gpt-3.5-turbo-0125	KEGG_2021_Human	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	Tricarboxylic acid cycle (TCA cycle) and oxidative phosphorylation	0.75	0.6666666666666666	0.710598489060493	GSAI	1089	278
gpt-3.5-turbo-0125	KEGG_2021_Human	Cocaine addiction	Cocaine addiction	Nervous system signaling and synaptic plasticity	0.0	0.0	0.19933699317218234	GSAI	1194	321
gpt-3.5-turbo-0125	KEGG_2021_Human	Collecting duct acid secretion	Collecting duct acid secretion	Vacuolar Acidification and Ion Transport	0.0	0.0	0.4940500064969155	GSAI	1147	233
gpt-3.5-turbo-0125	KEGG_2021_Human	Colorectal cancer	Colorectal cancer	Cellular signaling and regulation	0.0	0.0	0.2587912413599629	GSAI	1326	143
gpt-3.5-turbo-0125	KEGG_2021_Human	Complement and coagulation cascades	Complement and coagulation cascades	Coagulation and Complement Cascade	1.0	0.0	0.898116393944889	GSAI	1296	262
gpt-3.5-turbo-0125	KEGG_2021_Human	Coronavirus disease	Coronavirus disease	Immune response and signal transduction	0.0	0.0	0.2175262464448966	GSAI	1934	112
gpt-3.5-turbo-0125	KEGG_2021_Human	Cortisol synthesis and secretion	Cortisol synthesis and secretion	Steroid hormone biosynthesis and signaling	0.25	0.0	0.5982787162071762	GSAI	1275	208
gpt-3.5-turbo-0125	KEGG_2021_Human	Cushing syndrome	Cushing syndrome	Wnt signaling pathway modulation	0.0	0.0	0.19023062693426507	GSAI	1675	207
gpt-3.5-turbo-0125	KEGG_2021_Human	Cysteine and methionine metabolism	Cysteine and methionine metabolism	One-carbon metabolism	0.25	0.0	0.5201569506976461	GSAI	1163	137
gpt-3.5-turbo-0125	KEGG_2021_Human	Cytokine-cytokine receptor interaction	Cytokine-cytokine receptor interaction	Immune cell signaling and cytokine regulation	0.25	0.0	0.6063600560352194	GSAI	2176	157
gpt-3.5-turbo-0125	KEGG_2021_Human	Cytosolic DNA-sensing pathway	Cytosolic DNA-sensing pathway	Immune Response Signaling Cascade	0.0	0.0	0.5240289364027533	GSAI	1245	181
gpt-3.5-turbo-0125	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	D-Glutamine and D-glutamate metabolism	Glutamine metabolism and ammonia detoxification	0.5	0.0	0.7287911572749708	GSAI	999	146
gpt-3.5-turbo-0125	KEGG_2021_Human	DNA replication	DNA replication	DNA Replication and Repair	1.0	1.0	0.8069151555628831	GSAI	1123	228
gpt-3.5-turbo-0125	KEGG_2021_Human	Diabetic cardiomyopathy	Diabetic cardiomyopathy	Mitochondrial Electron Transport Chain and Oxidative Phosphorylation	0.0	0.0	0.22731559611839322	GSAI	1890	237
gpt-3.5-turbo-0125	KEGG_2021_Human	Dilated cardiomyopathy	Dilated cardiomyopathy	Muscle contraction and regulation	0.0	0.0	0.22816161033280552	GSAI	1391	295
gpt-3.5-turbo-0125	KEGG_2021_Human	Dopaminergic synapse	Dopaminergic synapse	Cellular Signaling and Transcriptional Regulation	0.0	0.0	0.3182531985865831	GSAI	1568	143
gpt-3.5-turbo-0125	KEGG_2021_Human	Drug metabolism	Drug metabolism	Nucleotide metabolism and drug metabolism	1.0	1.0	0.6341539676570151	GSAI	1470	237
gpt-3.5-turbo-0125	KEGG_2021_Human	ECM-receptor interaction	ECM-receptor interaction	Extracellular matrix organization and cell adhesion	0.0	0.0	0.5398844445859032	GSAI	1332	183
gpt-3.5-turbo-0125	KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	Endocrine and other factor-regulated calcium reabsorption	Calcium signaling and regulation	0.42857142857142855	0.0	0.5703446071819178	GSAI	1213	322
gpt-3.5-turbo-0125	KEGG_2021_Human	Endocytosis	Endocytosis	Endosomal Sorting Complex Required for Transport (ESCRT) Machinery-Mediated Protein Sorting and Recycling	0.0	0.0	0.4147653930421849	GSAI	2082	401
gpt-3.5-turbo-0125	KEGG_2021_Human	Endometrial cancer	Endometrial cancer	Cell Growth and Survival Signaling Cascade	0.0	0.0	0.19808714322066637	GSAI	1216	330
gpt-3.5-turbo-0125	KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	Epithelial cell signaling in Helicobacter pylori infection	Cellular Signaling Cascade in Immune Response	0.2857142857142857	0.0	0.5123783570853069	GSAI	1317	146
gpt-3.5-turbo-0125	KEGG_2021_Human	Epstein-Barr virus infection	Epstein-Barr virus infection	Immune response regulation and signal transduction	0.0	0.0	0.27328642498737965	GSAI	1825	277
gpt-3.5-turbo-0125	KEGG_2021_Human	ErbB signaling pathway	ErbB signaling pathway	Cellular signaling cascade coordination	0.3333333333333333	0.0	0.5126544481942286	GSAI	1326	128
gpt-3.5-turbo-0125	KEGG_2021_Human	Estrogen signaling pathway	Estrogen signaling pathway	GPCR signaling pathway	0.6666666666666666	0.5	0.6024807579859648	GSAI	1551	149
gpt-3.5-turbo-0125	KEGG_2021_Human	Ether lipid metabolism	Ether lipid metabolism	Phospholipid Metabolism and Membrane Remodeling	0.3333333333333333	0.0	0.617566646285435	GSAI	1232	124
gpt-3.5-turbo-0125	KEGG_2021_Human	Fanconi anemia pathway	Fanconi anemia pathway	DNA damage repair and maintenance	0.0	0.0	0.417607354554482	GSAI	1192	129
gpt-3.5-turbo-0125	KEGG_2021_Human	Fat digestion and absorption	Fat digestion and absorption	Lipid metabolism and transport	0.25	0.0	0.5652032288888715	GSAI	1179	190
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid biosynthesis	Fatty acid biosynthesis	Fatty acid metabolism and lipid biosynthesis	1.0	0.5	0.7891842166629564	GSAI	1050	248
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid degradation	Fatty acid degradation	Fatty acid oxidation and lipid metabolism	0.6666666666666666	0.5	0.6980010731636581	GSAI	1169	199
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid elongation	Fatty acid elongation	Fatty acid elongation	1.0	1.0	0.999998799449437	GSAI	1099	171
gpt-3.5-turbo-0125	KEGG_2021_Human	Fc epsilon RI signaling pathway	Fc epsilon RI signaling pathway	Immune Cell Signaling Cascade	0.2	0.0	0.5103575044775688	GSAI	1275	242
gpt-3.5-turbo-0125	KEGG_2021_Human	Fc gamma R-mediated phagocytosis	Fc gamma R-mediated phagocytosis	Actin cytoskeleton regulation and cell signaling integration	0.0	0.0	0.3346177412374503	GSAI	1403	343
gpt-3.5-turbo-0125	KEGG_2021_Human	Ferroptosis	Ferroptosis	Autophagy and Iron Homeostasis	0.0	0.0	0.5156422427762624	GSAI	1154	311
gpt-3.5-turbo-0125	KEGG_2021_Human	Fluid shear stress and atherosclerosis	Fluid shear stress and atherosclerosis	Regulation of Inflammatory Response and Stress Pathways	0.4	0.0	0.3185543988118918	GSAI	1560	248
gpt-3.5-turbo-0125	KEGG_2021_Human	Focal adhesion	Focal adhesion	Cell Adhesion and Signaling Pathways	0.5	0.0	0.5693723614860862	GSAI	1798	200
gpt-3.5-turbo-0125	KEGG_2021_Human	Folate biosynthesis	Folate biosynthesis	One-Carbon Metabolism Cascade	0.0	0.0	0.5378873251588441	GSAI	1076	284
gpt-3.5-turbo-0125	KEGG_2021_Human	FoxO signaling pathway	FoxO signaling pathway	Cell Growth and Survival Pathways	0.3333333333333333	0.0	0.48740209831179915	GSAI	1540	127
gpt-3.5-turbo-0125	KEGG_2021_Human	Fructose and mannose metabolism	Fructose and mannose metabolism	Glycolysis and Gluconeogenesis	0.25	0.0	0.557511674137128	GSAI	1108	173
gpt-3.5-turbo-0125	KEGG_2021_Human	GABAergic synapse	GABAergic synapse	GABAergic neurotransmission and synaptic signaling	0.5	0.0	0.7789113920854569	GSAI	1393	221
gpt-3.5-turbo-0125	KEGG_2021_Human	Galactose metabolism	Galactose metabolism	Carbohydrate Metabolism	0.5	0.0	0.6507996639985296	GSAI	1100	204
gpt-3.5-turbo-0125	KEGG_2021_Human	Gap junction	Gap junction	Cellular Signaling Cascade	0.0	0.0	0.40163529854544183	GSAI	1375	168
gpt-3.5-turbo-0125	KEGG_2021_Human	Gastric acid secretion	Gastric acid secretion	Ion transport and signaling pathway regulation	0.0	0.0	0.30186641424002886	GSAI	1303	166
gpt-3.5-turbo-0125	KEGG_2021_Human	Gastric cancer	Gastric cancer	Wnt signaling pathway modulation and cell fate determination	0.0	0.0	0.1686132226129311	GSAI	1607	421
gpt-3.5-turbo-0125	KEGG_2021_Human	Glioma	Glioma	Cell Cycle Regulation and DNA Damage Response	0.0	0.0	0.2085946334748225	GSAI	1290	182
gpt-3.5-turbo-0125	KEGG_2021_Human	Glucagon signaling pathway	Glucagon signaling pathway	Glucose metabolism and insulin signaling	0.3333333333333333	0.0	0.611701832187052	GSAI	1439	146
gpt-3.5-turbo-0125	KEGG_2021_Human	Glutamatergic synapse	Glutamatergic synapse	Synaptic transmission and signaling	0.0	0.0	0.52658766387725	GSAI	1507	346
gpt-3.5-turbo-0125	KEGG_2021_Human	Glutathione metabolism	Glutathione metabolism	Glutathione metabolism and antioxidant defense	1.0	1.0	0.861599252130742	GSAI	1201	245
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycerolipid metabolism	Glycerolipid metabolism	Lipid metabolism and synthesis	0.5	0.0	0.6699766564479792	GSAI	1233	132
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycerophospholipid metabolism	Glycerophospholipid metabolism	Phospholipid Biosynthesis and Remodeling	0.0	0.0	0.7050924299302186	GSAI	1414	152
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	One-carbon metabolism	0.2	0.0	0.46911018479301964	GSAI	1120	124
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	Glycolysis and Gluconeogenesis	1.0	0.0	0.8781168563529831	GSAI	1253	304
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosaminoglycan biosynthesis	Glycosaminoglycan biosynthesis	Proteoglycan Biosynthesis	0.5	0.0	0.8588237782432536	GSAI	1230	550
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosaminoglycan degradation	Glycosaminoglycan degradation	Lysosomal enzyme metabolism and glycosaminoglycan degradation	1.0	1.0	0.7157868352795922	GSAI	1045	320
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosphingolipid biosynthesis	Glycosphingolipid biosynthesis	Glycosylation and glycan biosynthesis	0.5	0.0	0.6917427456646055	GSAI	1222	188
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Protein glycosylation	0.0	0.0	0.47952692515259787	GSAI	1080	174
gpt-3.5-turbo-0125	KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	Tricarboxylic Acid Cycle (TCA cycle) and Amino Acid Metabolism	0.5	0.0	0.5658576258018769	GSAI	1087	186
gpt-3.5-turbo-0125	KEGG_2021_Human	GnRH secretion	GnRH secretion	Signal transduction and cellular response modulation	0.0	0.0	0.21439106254843004	GSAI	1262	365
gpt-3.5-turbo-0125	KEGG_2021_Human	GnRH signaling pathway	GnRH signaling pathway	Cellular Signaling Cascade	0.3333333333333333	0.0	0.49825525134723386	GSAI	1383	230
gpt-3.5-turbo-0125	KEGG_2021_Human	Graft-versus-host disease	Graft-versus-host disease	Immune response regulation and antigen presentation	0.0	0.0	0.23291313936690947	GSAI	1184	394
gpt-3.5-turbo-0125	KEGG_2021_Human	Growth hormone synthesis, secretion and action	Growth hormone synthesis, secretion and action	Cell Signaling Cascade and Transcriptional Regulation	0.16666666666666666	0.0	0.3464013604965114	GSAI	1473	410
gpt-3.5-turbo-0125	KEGG_2021_Human	HIF-1 signaling pathway	HIF-1 signaling pathway	Cellular Signaling and Metabolic Regulation	0.25	0.0	0.5073818014058817	GSAI	1425	109
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway	Hedgehog signaling pathway	Hedgehog signaling pathway regulation	1.0	1.0	0.8639744936793947	GSAI	1216	269
gpt-3.5-turbo-0125	KEGG_2021_Human	Hematopoietic cell lineage	Hematopoietic cell lineage	Immune cell signaling and regulation	0.3333333333333333	0.0	0.4167826462359656	GSAI	1377	231
gpt-3.5-turbo-0125	KEGG_2021_Human	Hepatitis B	Hepatitis B	Immune Response Signaling Cascade	0.0	0.0	0.22054704155834567	GSAI	1637	185
gpt-3.5-turbo-0125	KEGG_2021_Human	Hepatitis C	Hepatitis C	Immune Response Signaling Cascade	0.0	0.0	0.22136827593145517	GSAI	1619	122
gpt-3.5-turbo-0125	KEGG_2021_Human	Hepatocellular carcinoma	Hepatocellular carcinoma	Wnt Signaling Pathway	0.0	0.0	0.1979710196426033	GSAI	1707	196
gpt-3.5-turbo-0125	KEGG_2021_Human	Herpes simplex virus 1 infection	Herpes simplex virus 1 infection	Immune Response and Inflammatory Signaling	0.0	0.0	0.21961996483288637	GSAI	3037	208
gpt-3.5-turbo-0125	KEGG_2021_Human	Hippo signaling pathway	Hippo signaling pathway	Wnt signaling and TGF-beta signaling crosstalk	0.3333333333333333	0.0	0.4889735830426084	GSAI	1680	273
gpt-3.5-turbo-0125	KEGG_2021_Human	Histidine metabolism	Histidine metabolism	Histamine and Polyamine Metabolism	0.5	0.0	0.6627071835331361	GSAI	1076	202
gpt-3.5-turbo-0125	KEGG_2021_Human	Homologous recombination	Homologous recombination	DNA repair and homologous recombination	1.0	1.0	0.7439034245458358	GSAI	1140	218
gpt-3.5-turbo-0125	KEGG_2021_Human	Human T-cell leukemia virus 1 infection	Human T-cell leukemia virus 1 infection	Immune Response Signaling Cascade	0.0	0.0	0.2413702613858493	GSAI	1915	159
gpt-3.5-turbo-0125	KEGG_2021_Human	Human cytomegalovirus infection	Human cytomegalovirus infection	Immune Response Signaling Cascade	0.0	0.0	0.29705080280331264	GSAI	1915	190
gpt-3.5-turbo-0125	KEGG_2021_Human	Human immunodeficiency virus 1 infection	Human immunodeficiency virus 1 infection	Regulation of Immune Response and Cell Signaling Pathways	0.0	0.0	0.253853898781942	GSAI	1878	205
gpt-3.5-turbo-0125	KEGG_2021_Human	Human papillomavirus infection	Human papillomavirus infection	System of unrelated proteins	0.0	0.0	0.08165220325106268	GSAI	2441	94
gpt-3.5-turbo-0125	KEGG_2021_Human	Huntington disease	Huntington disease	Mitochondrial respiration and ATP production	0.0	0.0	0.14176438601484218	GSAI	2376	118
gpt-3.5-turbo-0125	KEGG_2021_Human	Hypertrophic cardiomyopathy	Hypertrophic cardiomyopathy	Muscle contraction and regulation	0.0	0.0	0.2628540243745209	GSAI	1371	122
gpt-3.5-turbo-0125	KEGG_2021_Human	IL-17 signaling pathway	IL-17 signaling pathway	Inflammatory Response and Cytokine Signaling	0.25	0.0	0.5775783215640705	GSAI	1361	314
gpt-3.5-turbo-0125	KEGG_2021_Human	Inflammatory bowel disease	Inflammatory bowel disease	Immune cell signaling and cytokine regulation	0.0	0.0	0.3131357655970006	GSAI	1256	201
gpt-3.5-turbo-0125	KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	Inflammatory mediator regulation of TRP channels	Calcium signaling and MAPK pathway integration	0.0	0.0	0.38751427659224247	GSAI	1414	230
gpt-3.5-turbo-0125	KEGG_2021_Human	Influenza A	Influenza A	Immune response and inflammation	0.0	0.0	0.28850786380193955	GSAI	1725	152
gpt-3.5-turbo-0125	KEGG_2021_Human	Inositol phosphate metabolism	Inositol phosphate metabolism	Phosphoinositide signaling cascade	0.0	0.0	0.6709431897754756	GSAI	1321	116
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin resistance	Insulin resistance	Glucose homeostasis and insulin signaling	0.5	0.0	0.557958216554896	GSAI	1478	138
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin secretion	Insulin secretion	Pancreatic beta-cell function and insulin secretion	1.0	1.0	0.6944600332685569	GSAI	1363	144
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin signaling pathway	Insulin signaling pathway	Insulin signaling pathway and glucose metabolism	1.0	1.0	0.8583337781806923	GSAI	1565	129
gpt-3.5-turbo-0125	KEGG_2021_Human	Intestinal immune network for IgA production	Intestinal immune network for IgA production	Immune cell activation and cytokine signaling	0.16666666666666666	0.0	0.45583877501805875	GSAI	1197	161
gpt-3.5-turbo-0125	KEGG_2021_Human	JAK-STAT signaling pathway	JAK-STAT signaling pathway	Cytokine signaling and regulation  	0.25	0.0	0.4209073727129961	GSAI	1608	115
gpt-3.5-turbo-0125	KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	Kaposi sarcoma-associated herpesvirus infection	Immune signaling and regulation	0.0	0.0	0.19606741310559644	GSAI	1784	152
gpt-3.5-turbo-0125	KEGG_2021_Human	Legionellosis	Legionellosis	Inflammatory Response and Apoptosis Regulation	0.0	0.0	0.20291806636664872	GSAI	1211	167
gpt-3.5-turbo-0125	KEGG_2021_Human	Leishmaniasis	Leishmaniasis	Immune response and inflammation regulation	0.0	0.0	0.22261702975415454	GSAI	1318	209
gpt-3.5-turbo-0125	KEGG_2021_Human	Leukocyte transendothelial migration	Leukocyte transendothelial migration	Cell Adhesion and Signaling Complex	0.0	0.0	0.36238222018390587	GSAI	1450	116
